movie title,Generes,Overview,Keywords,Director,Top 5 Casts,Writer,path
Star Wars: Episode I - The Phantom Menace,"['Action', 'Adventure', 'Fantasy']","Two Jedi escape a hostile blockade to find allies and come across a young boy who may bring balance to the Force, but the long dormant Sith resurface to claim their original glory.","['r2 d2 character', 'c 3po character', 'jedi', 'torso cut in half', 'slavery', 'divine conception', 'star wars', 'origin story', 'prequel', 'nine year old']",George Lucas,"['Ewan McGregor', 'Liam Neeson', 'Natalie Portman', 'George Lucas', 'George Lucas']",George Lucas,/title/tt0120915/
The Adam Project,"['Action', 'Adventure', 'Comedy']","After accidentally crash-landing in 2022, time-traveling fighter pilot Adam Reed teams up with his 12-year-old self for a mission to save the future.","['time travel', 'future self meets past self', 'dog', 'future', 'technology', 'jet plane', 'car', 'escape', 'forest', 'enemy']",Shawn Levy,"['T.S. Nowlin', 'Jennifer Flackett', 'Ryan Reynolds', 'Walker Scobell', 'Mark Ruffalo']",Jonathan Tropper,/title/tt2463208/
The King's Man,"['Action', 'Adventure', 'Thriller']","In the early years of the 20th century, the Kingsman agency is formed to stand against a cabal plotting a war to wipe out millions.","['1910s', 'third part', 'based on comic', 'marvel comics', 'icon comics', 'spy', 'sequel', 'prequel', 'world war one', 'london england']",Matthew Vaughn,"['Karl Gajdusek', 'Mark Millar', 'Ralph Fiennes', 'Gemma Arterton', 'Rhys Ifans']",Matthew Vaughn,/title/tt6856242/
The Dark Knight,"['Action', 'Crime', 'Drama']","When the menace known as the Joker wreaks havoc and chaos on the people of Gotham, Batman must accept one of the greatest psychological and physical tests of his ability to fight injustice.","['dc comics', 'moral dilemma', 'psychopath', 'clown', 'superhero', 'criminal mastermind', 'scarred face', 'clown mask', 'dual identity', 'based on comic book']",Christopher Nolan,"['Christopher Nolan', 'David S. Goyer', 'Christian Bale', 'Heath Ledger', 'Aaron Eckhart']",Jonathan Nolan,/title/tt0468569/
Aquaman,"['Action', 'Adventure', 'Fantasy']","Arthur Curry, the human-born heir to the underwater kingdom of Atlantis, goes on a quest to prevent a war between the worlds of ocean and land.","['tattooed man', 'damsel in distress', 'king', 'hand to hand combat', 'fight to the death', 'mother son relationship', 'ocean', 'dc comics', 'based on comic book', 'rescue']",James Wan,"['Will Beall', 'Geoff Johns', 'Jason Momoa', 'Amber Heard', 'Willem Dafoe']",David Leslie Johnson-McGoldrick,/title/tt1477834/
The Gentlemen,"['Action', 'Comedy', 'Crime']","An American expat tries to sell off his highly profitable marijuana empire in London, triggering plots, schemes, bribery and blackmail in an attempt to steal his domain out from under him.","['british', 'marijuana farm', 'drugs', 'gangster', 'voice over narration', 'marijuana', 'dark comedy', 'heroin', 'blackmail', 'thug']",Guy Ritchie,"['Ivan Atkinson', 'Marn Davies', 'Matthew McConaughey', 'Charlie Hunnam', 'Michelle Dockery']",Guy Ritchie,/title/tt8367814/
Mission: Impossible - Fallout,"['Action', 'Adventure', 'Thriller']","Ethan Hunt and his IMF team, along with some familiar allies, race against time after a mission gone wrong.","['sequel', 'ethan hunt character', 'violence', 'gun', 'spy', 'hand to hand combat', 'action hero', 'deception', 'espionage', 'cliff']",Christopher McQuarrie,"['Christopher McQuarrie', 'Tom Cruise', 'Henry Cavill', 'Ving Rhames', 'Christopher McQuarrie']",Bruce Geller,/title/tt4912910/
Samrat Prithviraj,"['Action', 'Drama', 'History']",A fearless warrior. An epic love story. Witness the grand saga of Samrat Prithviraj Chauhan.,"['periodic', 'warrior']",Chandra Prakash Dwivedi,"['Akshay Kumar', 'Manushi Chhillar', 'Sanjay Dutt', 'Chandra Prakash Dwivedi', 'Chandra Prakash Dwivedi']",Chandra Prakash Dwivedi,/title/tt9637132/
Blade Runner 2049,"['Action', 'Drama', 'Mystery']","Young Blade Runner K's discovery of a long-buried secret leads him to track down former Blade Runner Rick Deckard, who's been missing for thirty years.","['female nudity', 'female full frontal nudity', 'female frontal nudity', 'environmental damage', 'female rear nudity', 'capitalism', 'sex scene', 'nudity', 'capitalist', 'virtual sex']",Denis Villeneuve,"['Michael Green', 'Philip K. Dick', 'Harrison Ford', 'Ryan Gosling', 'Ana de Armas']",Hampton Fancher,/title/tt1856101/
Inception,"['Action', 'Adventure', 'Sci-Fi']","A thief who steals corporate secrets through the use of dream-sharing technology is given the inverse task of planting an idea into the mind of a C.E.O., but his tragic past may doom the project and his team to disaster.","['dream', 'ambiguous ending', 'subconscious', 'surprise ending', 'mindbender', 'architecture', 'psycho thriller', 'psychological manipulation', 'falling from height', 'strong female lead']",Christopher Nolan,"['Leonardo DiCaprio', 'Joseph Gordon-Levitt', 'Elliot Page', 'Christopher Nolan', 'Christopher Nolan']",Christopher Nolan,/title/tt1375666/
Moonfall,"['Action', 'Adventure', 'Sci-Fi']",A mysterious force knocks the moon from its orbit and sends it hurtling on a collision course toward earth.,"['moon', 'disaster', 'disaster film', 'rocket', 'one word title', 'galaxy', 'earth', 'nasa', 'mission', 'astronomer']",Roland Emmerich,"['Harald Kloser', 'Spenser Cohen', 'Halle Berry', 'Patrick Wilson', 'John Bradley']",Roland Emmerich,/title/tt5834426/
Avatar: The Way of Water,"['Action', 'Adventure', 'Sci-Fi']","Jake Sully lives with his newfound family formed on the planet of Pandora. Once a familiar threat returns to finish what was previously started, Jake must work with Neytiri and the army of the Na'vi race to protect their planet.","['sequel', 'second part', 'disney', 'science fantasy', 'forest', 'jungle', 'land', 'force', 'power', 'weapon']",James Cameron,"['Josh Friedman', 'Michelle Yeoh', 'Zoe Saldana', 'Kate Winslet', 'James Cameron']",James Cameron,/title/tt1630029/
Major,"['Action', 'Biography', 'Drama']","Based on the life of Major Sandeep Unnikrishnan, who was martyred in action during the November 2008 Mumbai attacks and was consequently awarded the Ashoka Chakra, India's highest peacetime gallantry award, on 26 January 2009.","['life', 'terror attack']",Sashi Kiran Tikka,"['Abburi Ravi', 'Adivi Sesh', 'Sobhita Dhulipala', 'Saiee Manjrekar', 'Sashi Kiran Tikka']",Adivi Sesh,/title/tt9851854/
Star Wars: Episode III - Revenge of the Sith,"['Action', 'Adventure', 'Fantasy']","Three years into the Clone Wars, the Jedi rescue Palpatine from Count Dooku. As Obi-Wan pursues a new threat, Anakin acts as a double agent between the Jedi Council and Palpatine and is lured into a sinister plan to rule the galaxy.","['personality change', 'tragic villain', 'elongated cry of no', 'adoption', 'third in trilogy', 'spaceship', 'star wars', 'burned alive', 'hologram', 'lava']",George Lucas,"['John Ostrander', 'Jan Duursema', 'Hayden Christensen', 'Natalie Portman', 'Ewan McGregor']",George Lucas,/title/tt0121766/
Mission: Impossible - Dead Reckoning - Part One,"['Action', 'Adventure', 'Thriller']",Seventh entry in the long-running Mission: Impossible series.,"['spy', 'sequel', 'seventh part', 'paramount', 'ethan hunt character', 'spy action', 'train wreck', 'one person army action', 'urban adventure']",Christopher McQuarrie,"['Christopher McQuarrie', 'Tom Cruise', 'Indira Varma', 'Hayley Atwell', 'Christopher McQuarrie']",Bruce Geller,/title/tt9603212/
The Contractor,"['Action', 'Thriller']","A discharged U.S. Special Forces sergeant, James Harper, risks everything for his family when he joins a private contracting organization.","['family', 'military', 'overseas', 'danger', 'survival', 'black ops', 'military contractor', 'clandestine operation', 'tactical unit', 'high tier operator']",Tarik Saleh,"['Chris Pine', 'Gillian Jacobs', 'Sander Thomas', 'Tarik Saleh', 'J.P. Davis']",J.P. Davis,/title/tt10323676/
The Contractor,"['Action', 'Crime', 'Thriller']",A group of young international military fighters join with their tough veteran leader to protect a young boy whose family was murdered. Now they must figure out who are the good guys and bad guys before they all end up dead.,"['mercenary', 'mexico']",JoJo Henrickson,"['Alejandro De Hoyos', 'Ana Layevska', 'Reinaldo Zavarce', 'JoJo Henrickson', 'JoJo Henrickson']",JoJo Henrickson,/title/tt10323676/
Road House,"['Action', 'Thriller']",A tough bouncer is hired to tame a dirty bar.,"['nightclub', 'cleavage', 'bouncer', 'stripper', 'sex on first date', 'rear entry sex', 'martial arts', 'barkeeper', 'violence', 'strip club']",Rowdy Herrington,"['Hilary Henkin', 'Patrick Swayze', 'Kelly Lynch', 'Sam Elliott', 'Rowdy Herrington']",R. Lance Hill,/title/tt0098206/
Mission: Impossible - Ghost Protocol,"['Action', 'Adventure', 'Thriller']","The IMF is shut down when it's implicated in the bombing of the Kremlin, causing Ethan Hunt and his new team to go rogue to clear their organization's name.","['race against time', 'ethan hunt character', 'luther stickell character', 'woman murders a man', 'murderess', 'fake mustache', 'british actor playing american character', 'hotel room', 'jailbreak', 'spy mission']",Brad Bird,"['Josh Appelbaum', 'André Nemec', 'Tom Cruise', 'Jeremy Renner', 'Simon Pegg']",Bruce Geller,/title/tt1229238/
Star Wars: Episode IX - The Rise of Skywalker,"['Action', 'Adventure', 'Fantasy']","In the riveting conclusion of the landmark Skywalker saga, new legends will be born-and the final battle for freedom is yet to come.","['evil', 'disney star wars', 'dark side', 'villain not really dead cliche', 'return of dead character', 'shame', 'quicksand', 'interracial relationship', 'supervillain', 'massacre']",J.J. Abrams,"['J.J. Abrams', 'Derek Connolly', 'Daisy Ridley', 'John Boyega', 'Oscar Isaac']",Chris Terrio,/title/tt2527338/
Venom: Let There Be Carnage,"['Action', 'Adventure', 'Sci-Fi']","Eddie Brock attempts to reignite his career by interviewing serial killer Cletus Kasady, who becomes the host of the symbiote Carnage and escapes prison after a failed execution.","['based on comic', 'superhero', 'marvel comics', 'sequel', 'second part', 'venom character', 'carnage character', 'villain', 'alien', 'supervillain']",Andy Serkis,"['Tom Hardy', 'Tom Hardy', 'Woody Harrelson', 'Michelle Williams', 'Andy Serkis']",Kelly Marcel,/title/tt7097896/
Heat,"['Action', 'Crime', 'Drama']",A group of high-end professional thieves start to feel the heat from the LAPD when they unknowingly leave a clue at their latest heist.,"['gun battle', 'armored car robbery', 'gunfight', 'organized crime', 'honor', 'based on true story', 'criminal investigation', 'taken in for questioning', 'murder investigation', 'usa']",Michael Mann,"['Al Pacino', 'Robert De Niro', 'Val Kilmer', 'Michael Mann', 'Michael Mann']",Michael Mann,/title/tt0113277/
Nobody,"['Action', 'Crime', 'Drama']","A docile family man slowly reveals his true character after his house gets burgled by two petty thieves, which, coincidentally, leads him into a bloody war with a Russian crime boss.","['fighting back', 'russian mafia', 'nightclub', 'black comedy', 'violence', 'home invasion', 'one man army', 'fire', 'secret identity', 'hospital']",Ilya Naishuller,"['Bob Odenkirk', 'Aleksey Serebryakov', 'Connie Nielsen', 'Ilya Naishuller', 'Derek Kolstad']",Derek Kolstad,/title/tt7888964/
Avatar,"['Action', 'Adventure', 'Fantasy']",A paraplegic Marine dispatched to the moon Pandora on a unique mission becomes torn between following his orders and protecting the world he feels is his home.,"['spiritualism', 'paraplegic', 'marine', 'future', 'forest protection', 'indigenous rights', 'avatar', 'native', 'ecology', 'battle']",James Cameron,"['Sam Worthington', 'Zoe Saldana', 'Sigourney Weaver', 'James Cameron', 'James Cameron']",James Cameron,/title/tt0499549/
The Suicide Squad,"['Action', 'Adventure', 'Comedy']","Supervillains Harley Quinn, Bloodsport, Peacemaker, and a collection of nutty cons at Belle Reve prison join the super-secret, super-shady Task Force X as they are dropped off at the remote, enemy-infused island of Corto Maltese.","['superheroine', 'giant monster', 'superhero', 'suicide squad', 'harley quinn character', 'gore', 'graphic violence', 'violence', 'alien monster', 'gory violence']",James Gunn,"['Margot Robbie', 'Idris Elba', 'John Cena', 'James Gunn', 'James Gunn']",James Gunn,/title/tt6334354/
Avengers: Infinity War,"['Action', 'Adventure', 'Sci-Fi']",The Avengers and their allies must be willing to sacrifice all in an attempt to defeat the powerful Thanos before his blitz of devastation and ruin puts an end to the universe.,"['death of recurring character', 'supervillain', 'superhero', 'ensemble cast', 'marvel cinematic universe', 'marvel comics', 'wakanda', 'infinity stone', 'good versus evil', 'flying superhero']",Anthony Russo,"['Christopher Markus', 'Stephen McFeely', 'Stan Lee', 'Robert Downey Jr.', 'Chris Hemsworth']",Joe Russo,/title/tt4154756/
Thor: Ragnarok,"['Action', 'Adventure', 'Comedy']","Imprisoned on the planet Sakaar, Thor must race against time to return to Asgard and stop Ragnarök, the destruction of his world, at the hands of the powerful and ruthless villain Hela.","['superhero', 'marvel comics', 'based on comic book', 'marvel cinematic universe', 'female villain', 'sequel', 'norse god', 'action hero', 'asgard', 'death']",Taika Waititi,"['Craig Kyle', 'Christopher L. Yost', 'Chris Hemsworth', 'Tom Hiddleston', 'Cate Blanchett']",Eric Pearson,/title/tt3501632/
Spree,"['Action', 'Comedy', 'Crime']","Thirsty for a following, Kurt Kunkle is a rideshare driver who has figured out a deadly plan to go viral.","['ride share', 'ride share driver', 'selfie', 'reckless driving', 'gun', 'water bottle', 'cell phone', 'murder', 'violence', 'murderer']",Eugene Kotlyarenko,"['Gene McHugh', 'Joe Keery', 'Sasheer Zamata', 'David Arquette', 'Eugene Kotlyarenko']",Eugene Kotlyarenko,/title/tt11394332/
Guardians of the Galaxy,"['Action', 'Adventure', 'Comedy']",A group of intergalactic criminals must pull together to stop a fanatical warrior with plans to purge the universe.,"['outer space', 'bounty hunter', 'tree', 'based on comic book', 'talking animal', 'female warrior', 'raccoon', 'space travel', 'escape from prison', 'marvel cinematic universe']",James Gunn,"['Nicole Perlman', 'Dan Abnett', 'Chris Pratt', 'Vin Diesel', 'Bradley Cooper']",James Gunn,/title/tt2015381/
The Last Duel,"['Action', 'Drama', 'History']",King Charles VI declares that Knight Jean de Carrouges settle his dispute with his squire by challenging him to a duel.,"['14th century', 'duel', 'battle', 'husband wife relationship', 'historical drama', 'based on book', 'france', 'medieval times', 'normandy', 'jousting']",Ridley Scott,"['Ben Affleck', 'Matt Damon', 'Matt Damon', 'Adam Driver', 'Jodie Comer']",Nicole Holofcener,/title/tt4244994/
Mission: Impossible II,"['Action', 'Adventure', 'Thriller']","IMF agent Ethan Hunt is sent to Sydney to find and destroy a genetically modified disease called ""Chimera"".","['finger cut off', 'ethan hunt character', 'luther stickell character', 'time bomb', 'slit skirt', 'mission', 'airplane', 'motorcycle chase', 'jumping from an airplane', 'airplane accident']",John Woo,"['Ronald D. Moore', 'Brannon Braga', 'Tom Cruise', 'Dougray Scott', 'Thandiwe Newton']",Bruce Geller,/title/tt0120755/
Wrath of Man,"['Action', 'Crime', 'Thriller']","The plot follows H, a cold and mysterious character working at a cash truck company responsible for moving hundreds of millions of dollars around Los Angeles each week.","['revenge', 'remake', 'police', 'shootout', 'non linear narrative', 'truck', 'police officer', 'security', 'male security guard', 'female security guard']",Guy Ritchie,"['Éric Besnard', 'Guy Ritchie', 'Jason Statham', 'Holt McCallany', 'Josh Hartnett']",Nicolas Boukhrief,/title/tt11083552/
Pirates of the Caribbean: Dead Men Tell No Tales,"['Action', 'Adventure', 'Fantasy']",Captain Jack Sparrow is pursued by old rival Captain Salazar and a crew of deadly ghosts who have escaped from the Devil's Triangle. They're determined to kill every pirate at sea...notably Jack.,"['pirate', 'sword fight', 'sword duel', 'blockbuster', 'swashbuckler', 'quest', 'ghost', 'ocean', 'british navy', 'british soldier']",Joachim Rønning,"['Jeff Nathanson', 'Terry Rossio', 'Ted Elliott', 'Johnny Depp', 'Geoffrey Rush']",Espen Sandberg,/title/tt1790809/
Star Wars: Episode II - Attack of the Clones,"['Action', 'Adventure', 'Fantasy']","Ten years after initially meeting, Anakin Skywalker shares a forbidden romance with Padmé Amidala, while Obi-Wan Kenobi investigates an assassination attempt on the senator and discovers a secret clone army crafted for the Jedi.","['clone wars', 'star wars', 'the force', 'part of trilogy', 'opening crawl', 'jedi', 'assassination attempt', 'bounty hunter', 'planet geonosis', 'human cloning']",George Lucas,"['Jonathan Hales', 'John Ostrander', 'Hayden Christensen', 'Natalie Portman', 'Ewan McGregor']",George Lucas,/title/tt0121765/
Sonic the Hedgehog,"['Action', 'Adventure', 'Comedy']","After discovering a small, blue, fast hedgehog, a small-town police officer must help him defeat an evil genius who wants to do experiments on him.","['based on video game', 'small town', 'hedgehog', 'sonic the hedgehog character', 'live action adaptation', 'drone', 'villain', 'alien', 'police', 'dart']",Jeff Fowler,"['Josh Miller', 'Ben Schwartz', 'James Marsden', 'Jim Carrey', 'Jeff Fowler']",Pat Casey,/title/tt3794354/
The Lord of the Rings: The Fellowship of the Ring,"['Action', 'Adventure', 'Drama']",A meek Hobbit from the Shire and eight companions set out on a journey to destroy the powerful One Ring and save Middle-earth from the Dark Lord Sauron.,"['ring', 'quest', 'hobbit', 'middle earth', 'epic', 'elf', 'orc', 'based on novel', 'saving the world', 'wizard']",Peter Jackson,"['Fran Walsh', 'Philippa Boyens', 'Elijah Wood', 'Ian McKellen', 'Orlando Bloom']",J.R.R. Tolkien,/title/tt0120737/
Aquaman and the Lost Kingdom,"['Action', 'Adventure', 'Fantasy']",Plot unknown. Sequel to the 2018 film 'Aquaman.',"['dc comics', 'based on comic book', 'sequel', 'cinematic universe', 'atlantis', 'dc extended universe', 'superhero', 'superheroine', 'based on comic', 'shared universe']",James Wan,"['Paul Norris', 'Mort Weisinger', 'Amber Heard', 'Nicole Kidman', 'Jason Momoa']",David Leslie Johnson-McGoldrick,/title/tt9663764/
Star Wars: Episode VI - Return of the Jedi,"['Action', 'Adventure', 'Fantasy']","After a daring mission to rescue Han Solo from Jabba the Hutt, the Rebels dispatch to Endor to destroy the second Death Star. Meanwhile, Luke struggles to help Darth Vader back from the dark side without falling into the Emperor's trap.","['death star', 'millennium falcon', 'bounty hunter', 'brother sister relationship', 'father son relationship', 'villain turns good', 'droid', 'boba fett character', 'emperor palpatine character', 'yoda character']",Richard Marquand,"['George Lucas', 'Mark Hamill', 'Harrison Ford', 'Carrie Fisher', 'Richard Marquand']",Lawrence Kasdan,/title/tt0086190/
The Amazing Spider-Man,"['Action', 'Adventure', 'Sci-Fi']","After Peter Parker is bitten by a genetically altered spider, he gains newfound, spider-like powers and ventures out to save the city from the machinations of a mysterious reptilian foe.","['spider man character', 'spider', 'death of parents', 'teenage protagonist', 'aunt nephew relationship', 'peter parker character', 'ben parker character', 'gwen stacy character', 'lizard', 'new york city']",Marc Webb,"['Alvin Sargent', 'Steve Kloves', 'Andrew Garfield', 'Emma Stone', 'Rhys Ifans']",James Vanderbilt,/title/tt0948470/
Spectre,"['Action', 'Adventure', 'Thriller']","A cryptic message from James Bond's past sends him on a trail to uncover the existence of a sinister organisation named SPECTRE. With a new threat dawning, Bond learns the terrible truth about the author of all his pain in his most recent missions.","['spy', 'boat chase', 'sahara desert', 'secret society', 'kidnapping', 'love interest', 'father daughter estrangement', 'betrayal', 'action hero', 'espionage']",Sam Mendes,"['Neal Purvis', 'Robert Wade', 'Daniel Craig', 'Christoph Waltz', 'Léa Seydoux']",John Logan,/title/tt2379713/
The Hunger Games: The Ballad of Songbirds and Snakes,"['Action', 'Adventure', 'Drama']",Coriolanus Snow mentors and develops feelings for the female District 12 tribute during the 10th Hunger Games.,"['prequel', 'spin off', 'origin of villain', 'fight to the death', 'based on young adult novel', 'creature', 'survival', 'fight', 'president', 'teenager']",Francis Lawrence,"['Suzanne Collins', 'Michael Lesslie', 'Tom Blyth', 'Hunter Schafer', 'Rachel Zegler']",Michael Arndt,/title/tt10545296/
Watchmen,"['Action', 'Drama', 'Mystery']","In 1985 where former superheroes exist, the murder of a colleague sends active vigilante Rorschach into his own sprawling investigation, uncovering something that could completely change the course of history as we know it.","['based on comic book', 'conspiracy', 'doomsday clock', 'false promise of the american dream', 'nihilist', 'masked vigilante', 'rape', 'nuclear explosion', 'female star appears nude', 'brawl']",Zack Snyder,"['David Hayter', 'Alex Tse', 'Jackie Earle Haley', 'Patrick Wilson', 'Carla Gugino']",Dave Gibbons,/title/tt0409459/
Tenet,"['Action', 'Adventure', 'Sci-Fi']","Armed with only one word, Tenet, and fighting for the survival of the entire world, a Protagonist journeys through a twilight world of international espionage on a mission that will unfold in something beyond real time.","['time paradox', 'time reversal', 'car chase', 'espionage', 'bearded man', 'car crash', 'swat team', 'terrorism', 'spy', 'written by director']",Christopher Nolan,"['John David Washington', 'Robert Pattinson', 'Elizabeth Debicki', 'Christopher Nolan', 'Christopher Nolan']",Christopher Nolan,/title/tt6723592/
Shang-Chi and the Legend of the Ten Rings,"['Action', 'Adventure', 'Fantasy']","Shang-Chi, the master of weaponry-based Kung Fu, is forced to confront his past after being drawn into the Ten Rings organization.","['superhero', 'dragon', 'martial arts', 'marvel comics', 'based on comic', 'scene during end credits', 'post credits scene', 'kung fu', 'hand to hand combat', 'shared universe']",Destin Daniel Cretton,"['Destin Daniel Cretton', 'Andrew Lanham', 'Simu Liu', 'Awkwafina', 'Tony Chiu-Wai Leung']",Dave Callaham,/title/tt9376612/
Ghostbusters,"['Action', 'Comedy', 'Fantasy']","Three parapsychologists forced out of their university funding set up shop as a unique ghost removal service in New York City, attracting frightened yet skeptical customers.","['ghost', 'ghostbuster', 'scientist', 'paranormal investigation team', 'supernatural being', 'haunting', 'library', '1980s', 'university', 'ghostbusting']",Ivan Reitman,"['Harold Ramis', 'Rick Moranis', 'Bill Murray', 'Dan Aykroyd', 'Sigourney Weaver']",Dan Aykroyd,/title/tt0087332/
The Hunger Games,"['Action', 'Adventure', 'Sci-Fi']",Katniss Everdeen voluntarily takes her younger sister's place in the Hunger Games: a televised competition in which two teenagers from each of the twelve Districts of Panem are chosen at random to fight to the death.,"['female protagonist', 'self survival', 'tough girl', 'teenage killer', 'child murderer', 'forest', 'woods', 'wasp', 'swarm of bees', 'game']",Gary Ross,"['Suzanne Collins', 'Billy Ray', 'Jennifer Lawrence', 'Josh Hutcherson', 'Liam Hemsworth']",Gary Ross,/title/tt1392170/
The Mortal Instruments: City of Bones,"['Action', 'Adventure', 'Fantasy']","When her mother disappears, Clary Fray learns that she descends from a line of warriors who protect our world from demons. She joins forces with others like her and heads into a dangerous alternate New York called the Shadow World.","['magic', 'demon', 'new york city', 'vampire', 'teenager', 'warrior', 'secret', 'battle', 'warlock', 'shadowhunter']",Harald Zwart,"['Cassandra Clare', 'Lily Collins', 'Jamie Campbell Bower', 'Robert Sheehan', 'Harald Zwart']",Jessica Postigo,/title/tt1538403/
Black Widow,"['Action', 'Adventure', 'Sci-Fi']",Natasha Romanoff confronts the darker parts of her ledger when a dangerous conspiracy with ties to her past arises.,"['superheroine', 'marvel cinematic universe', 'based on comic book', 'superhero', 'spy', 'female assassin', 'marvel comics', 'based on comic', 'action heroine', 'female fighter']",Cate Shortland,"['Jac Schaeffer', 'Ned Benson', 'Scarlett Johansson', 'Florence Pugh', 'David Harbour']",Eric Pearson,/title/tt3480822/
Willow,"['Action', 'Adventure', 'Drama']",A young farmer is chosen to undertake a perilous journey in order to protect a special baby from an evil queen.,"['baby', 'prophecy', 'journey', 'little person', 'magic', 'chase', 'showdown', 'battle', 'talking animal', 'reluctant hero']",Ron Howard,"['Bob Dolman', 'Val Kilmer', 'Joanne Whalley', 'Warwick Davis', 'Ron Howard']",George Lucas,/title/tt0096446/
Independence Day,"['Action', 'Adventure', 'Sci-Fi']","The aliens are coming and their goal is to invade and destroy Earth. Fighting superior technology, mankind's best weapon is the will to survive.","['product placement', 'fourth of july', 'alien fighter craft', 'alien invasion', 'saving the world mission', 'alien contact', 'invasion of earth', 'vomiting', 'exotic dancer', 'despair']",Roland Emmerich,"['Roland Emmerich', 'Will Smith', 'Bill Pullman', 'Jeff Goldblum', 'Roland Emmerich']",Dean Devlin,/title/tt0116629/
